,Total Drones,Active Drones,Collisions,Completed Deliveries,Avg Delivery Time [minutes],Deliveries Per Minute,Time Per Meter [seconds],Min Altitude,Mean Altitude,Max Altitude
0,40,10,0,0,0.0,0.0,0.0,10.0,13.0,15.0
1,40,10,0,0,0.0,0.0,0.0,15.0,18.0,20.0
2,40,10,0,0,0.0,0.0,0.0,20.0,23.0,25.0
3,40,10,0,0,0.0,0.0,0.0,25.0,28.0,30.0
4,40,10,0,0,0.0,0.0,0.0,30.0,33.0,35.0
5,40,10,0,0,0.0,0.0,0.0,35.0,38.0,40.0
6,40,10,0,0,0.0,0.0,0.0,40.0,43.01417210803875,45.140306829131575
7,40,10,0,0,0.0,0.0,0.0,44.82029496957549,47.88426834984496,50.05126104255685
8,40,10,0,0,0.0,0.0,0.0,49.05833170029314,52.72063122482382,55.05988852796649
9,40,10,0,0,0.0,0.0,0.0,54.19671417545105,55.28105937147151,56.85844033117492
10,40,10,0,0,0.0,0.0,0.0,54.9524425228724,55.40745291146561,56.687702479619645
11,40,10,0,0,0.0,0.0,0.0,54.904712844386935,55.62158189956568,56.96911636760554
12,40,10,0,0,0.0,0.0,0.0,53.09354019009872,55.34975266862456,56.93516465539179
13,40,10,0,0,0.0,0.0,0.0,54.94132659146934,55.99930549643551,57.88366940283093
14,40,13,0,0,0.0,0.0,0.0,10.0,45.71745392311194,59.02670125950479
15,40,16,0,0,0.0,0.0,0.0,10.0,38.0579753366549,60.32101956121376
16,40,16,0,0,0.0,0.0,0.0,15.0,40.443824124391185,61.16869126690467
17,40,16,0,0,0.0,0.0,0.0,20.0,43.020937925142526,62.29083297699506
18,40,17,0,0,0.0,0.0,0.0,15.0,42.96949630288481,62.422068174406476
19,40,17,0,0,0.0,0.0,0.0,20.0,48.18641171745499,75.40651187352165
20,40,18,0,0,0.0,0.0,0.0,15.0,48.47307610053962,75.49750771464241
21,40,18,0,0,0.0,0.0,0.0,20.0,50.318224773951094,75.45967448154592
22,40,18,0,0,0.0,0.0,0.0,25.0,52.83578530350624,75.52365710796188
23,40,18,0,0,0.0,0.0,0.0,30.0,55.11974714658889,72.49537516983887
24,40,18,0,0,0.0,0.0,0.0,34.3314994390047,56.31332093484081,71.64801547636058
25,40,18,0,0,0.0,0.0,0.0,31.331499439004702,57.40142617042662,73.56874696881438
26,40,18,0,0,0.0,0.0,0.0,28.331499439004702,58.96272083232681,86.64519241572005
27,40,18,0,0,0.0,0.0,0.0,25.331499439004702,56.97422334664283,70.21672331007422
28,40,19,0,0,0.0,0.0,0.0,10.0,53.665334778415826,72.3473897624126
29,40,21,0,0,0.0,0.0,0.0,10.0,49.80600711603318,74.13393561610502
30,40,22,0,0,0.0,0.0,0.0,15.0,48.564467878492906,75.24936078527489
31,40,23,0,0,0.0,0.0,0.0,10.0,49.35467299132539,86.3256841248746
32,40,24,0,0,0.0,0.0,0.0,10.331499439004702,47.77008257980537,85.16359278734505
33,40,26,0,0,0.0,0.0,0.0,9.0,47.98649973414503,87.60465277554664
34,40,26,0,0,0.0,0.0,0.0,9.0,48.11016965613866,85.40417316727026
35,40,26,0,0,0.0,0.0,0.0,14.0,50.4406726031542,85.59619477798155
36,40,27,0,0,0.0,0.0,0.0,10.0,50.435930087692654,77.68733268505271
37,40,27,0,0,0.0,0.0,0.0,15.0,51.84610366508135,87.70448327034754
38,40,27,0,0,0.0,0.0,0.0,20.0,52.89743581948847,78.46979125486754
39,40,27,0,0,0.0,0.0,0.0,23.413194418682437,55.001341726544254,87.47217384966791
40,40,27,0,0,0.0,0.0,0.0,20.413194418682437,54.908928470332576,87.55698881686845
41,40,27,0,0,0.0,0.0,0.0,17.413194418682437,55.07765825381489,84.55698881686845
42,40,27,0,0,0.0,0.0,0.0,14.413194418682437,55.777993274904695,87.7789366780883
43,40,27,0,0,0.0,0.0,0.0,11.413194418682437,56.191639991762294,87.83316246232204
44,40,27,0,0,0.0,0.0,0.0,9.0,55.40666860663626,78.95826340464258
45,40,30,0,0,0.0,0.0,0.0,9.0,50.58512580833936,79.13191507623353
46,40,31,0,0,0.0,0.0,0.0,10.0,48.60074951146012,78.17513096710535
47,40,31,0,0,0.0,0.0,0.0,10.158707555449908,49.11719905862874,78.23358394828153
48,40,32,0,0,0.0,0.0,0.0,9.0,48.95083586304109,78.40668051365203
49,40,34,0,0,0.0,0.0,0.0,9.0,48.528660093803396,80.42933550874945
50,40,34,0,0,0.0,0.0,0.0,14.0,49.74559678245567,78.23154269589024
51,40,34,0,0,0.0,0.0,0.0,18.444965114353764,52.05240215854399,80.31001045007629
52,40,34,0,0,0.0,0.0,0.0,15.444965114353764,52.90721096117153,79.26904958777054
53,40,35,0,0,0.0,0.0,0.0,12.444965114353764,51.83432173393714,79.40584897686303
54,40,35,0,0,0.0,0.0,0.0,9.444965114353764,52.956844991126346,79.53758232768884
55,40,35,0,0,0.0,0.0,0.0,9.444965114353764,53.947412188919806,79.53042233008242
56,40,35,0,0,0.0,0.0,0.0,14.444965114353764,54.58737182840918,79.44822029836826
57,40,35,0,0,0.0,0.0,0.0,19.444965114353764,55.70213181647989,82.5837530119077
58,40,35,0,0,0.0,0.0,0.0,17.964687940860856,55.61610268421801,86.62785953107529
59,40,35,0,0,0.0,0.0,0.0,14.964687940860856,56.099799770625275,88.09691875584511
60,40,35,0,0,0.0,0.0,0.0,11.964687940860856,54.95294216852871,79.46831350508948
61,40,35,0,0,0.0,0.0,0.0,9.0,54.92477602751185,88.39707826686436
62,40,35,0,0,0.0,0.0,0.0,9.0,53.3853161821601,82.21939097389858
63,40,35,0,0,0.0,0.0,0.0,9.352497488444328,53.85880620116154,88.33566927285801
64,40,35,0,0,0.0,0.0,0.0,9.352497488444328,52.71058662719913,78.13566987390242
65,40,35,0,0,0.0,0.0,0.0,12.556988816868454,53.29552279581908,78.02251673114655
66,40,35,0,0,0.0,0.0,0.0,9.556988816868454,53.894132409737836,77.91832859824835
67,40,35,0,0,0.0,0.0,0.0,9.556988816868454,53.03754672914403,78.04102818516633
68,40,35,0,0,0.0,0.0,0.0,14.353914309410797,53.55090269214696,78.00917643162191
69,40,35,0,0,0.0,0.0,0.0,11.353914309410797,54.0254094314281,81.012549574215
70,40,35,0,0,0.0,0.0,0.0,9.0,54.25888285705425,81.04083824999005
71,40,35,0,0,0.0,0.0,0.0,9.0,55.065582084896526,91.42697926864618
72,40,35,0,0,0.0,0.0,0.0,11.786107694451971,55.4328004952078,91.49486022250355
73,40,35,0,0,0.0,0.0,0.0,9.0,55.181456368665415,92.39533897844302
74,40,35,0,0,0.0,0.0,0.0,9.0,54.42614353511941,92.4119006760874
75,40,35,0,0,0.0,0.0,0.0,9.0,53.40268679790598,93.43387538151403
76,40,35,0,0,0.0,0.0,0.0,9.0,53.226127576319755,86.88112374152857
77,40,35,0,0,0.0,0.0,0.0,10.945142692014997,54.02829404269089,85.91772366089148
78,40,35,0,0,0.0,0.0,0.0,9.0,53.559543047374035,86.01541729578243
79,40,36,0,0,0.0,0.0,0.0,9.0,52.343928865943404,85.82548590670874
80,40,36,0,0,0.0,0.0,0.0,9.585354270741036,52.810694216600126,85.98344350523217
81,40,36,0,0,0.0,0.0,0.0,9.5,53.63558828076409,92.36044930769097
82,40,36,0,1,0.8,0.7228915662650602,0.46601941747572817,9.5,54.006685529851296,91.38593906953868
83,40,36,0,1,0.8,0.7142857142857142,0.46601941747572817,9.5,53.757895385681955,86.00300137934578
84,40,36,0,2,0.6916666666666667,1.4117647058823528,0.6693548387096774,9.5,54.88029607582304,89.61383671607933
85,40,36,0,2,0.6916666666666667,1.3953488372093024,0.6693548387096774,13.199475507778232,54.91361114417211,86.03413803292581
86,40,36,0,2,0.6916666666666667,1.3793103448275863,0.6693548387096774,10.199475507778232,56.41530240473228,86.12670009106162
87,40,36,0,2,0.6916666666666667,1.3636363636363638,0.6693548387096774,9.0,56.52849210593883,86.03593564872938
88,40,36,0,2,0.6916666666666667,1.348314606741573,0.6693548387096774,9.0,56.59535421271125,85.95430693182104
89,40,36,0,2,0.6916666666666667,1.3333333333333335,0.6693548387096774,10.419743602722477,56.536170136974754,85.90228144891489
90,40,36,0,2,0.6916666666666667,1.3186813186813189,0.6693548387096774,9.0,57.591247865134065,85.83670396737664
91,40,36,0,2,0.6916666666666667,1.3043478260869565,0.6693548387096774,9.0,56.70309269441704,85.71325272419702
92,40,36,0,2,0.6916666666666667,1.2903225806451615,0.6693548387096774,10.734939969809062,55.74118387343204,85.65438333241016
93,40,36,0,2,0.6916666666666667,1.2765957446808511,0.6693548387096774,9.0,56.724579936839966,91.10707483366028
94,40,36,0,2,0.6916666666666667,1.263157894736842,0.6693548387096774,9.0,56.68260611718823,90.02370756792126
95,40,36,0,2,0.6916666666666667,1.25,0.6693548387096774,13.951431905921694,56.29472528295608,90.02610531682627
96,40,36,0,2,0.6916666666666667,1.2371134020618557,0.6693548387096774,10.951431905921694,56.64130980762107,94.74666272958393
97,40,36,0,2,0.6916666666666667,1.2244897959183672,0.6693548387096774,9.0,56.302202742747035,94.61111224314527
98,40,36,0,2,0.6916666666666667,1.2121212121212122,0.6693548387096774,9.0,53.73037204363163,95.88916321823727
99,40,36,0,2,0.6916666666666667,1.2,0.6693548387096774,12.732374790038236,53.6529764264561,96.68609066849707
100,40,36,0,2,0.6916666666666667,1.188118811881188,0.6693548387096774,9.732374790038236,52.6103329079823,94.7042836638425
101,40,36,0,2,0.6916666666666667,1.1764705882352942,0.6693548387096774,9.0,53.00742304977245,87.50736520730224
102,40,36,0,2,0.6916666666666667,1.1650485436893203,0.6693548387096774,9.0,55.25549985142378,95.54598392433068
103,40,36,0,3,0.6611111111111111,1.7307692307692308,0.8095238095238095,9.5,55.0740192113548,95.52846972538178
104,40,36,0,3,0.6611111111111111,1.7142857142857142,0.8095238095238095,11.17533406275453,53.993508585109446,95.40056869441376
105,40,36,0,3,0.6611111111111111,1.6981132075471699,0.8095238095238095,9.0,53.7786783492844,95.57741113248612
106,40,36,0,3,0.6611111111111111,1.6822429906542056,0.8095238095238095,9.0,53.372839773079505,92.32578654689482
