,Total Drones,Active Drones,Collisions,Completed Deliveries,Avg Delivery Time [minutes],Deliveries Per Minute,Time Per Meter [seconds],Min Altitude,Mean Altitude,Max Altitude
0,10,1,0,0,0.0,0.0,0.0,10.0,10.0,10.0
1,10,1,0,0,0.0,0.0,0.0,10.0,10.0,10.0
2,10,1,0,0,0.0,0.0,0.0,12.964208659225676,12.964208659225676,12.964208659225676
3,10,2,0,0,0.0,0.0,0.0,10.0,13.499965052082828,16.999930104165657
4,10,2,0,0,0.0,0.0,0.0,15.00931256479086,16.98529306117804,18.96127355756522
5,10,3,0,0,0.0,0.0,0.0,10.0,17.984415045708044,23.77268372772565
6,10,3,0,0,0.0,0.0,0.0,10.0,18.713846074637747,26.770773243485934
7,10,4,0,0,0.0,0.0,0.0,10.0,20.089568775385665,33.87836553985713
8,10,4,0,0,0.0,0.0,0.0,10.0,24.400472404665614,37.881693209725114
9,10,4,0,0,0.0,0.0,0.0,16.159066336224214,29.63510292337589,43.50075475967566
10,10,5,0,0,0.0,0.0,0.0,10.0,29.333663944027485,49.04083405641228
11,10,5,0,0,0.0,0.0,0.0,10.0,31.36298455364357,51.17801183551674
12,10,6,0,0,0.0,0.0,0.0,10.0,31.997662860296234,60.16072493589857
13,10,7,0,0,0.0,0.0,0.0,10.0,33.197612397178055,64.11918380272473
14,10,7,0,0,0.0,0.0,0.0,10.0,35.628839882700596,60.07015080660645
15,10,7,0,0,0.0,0.0,0.0,12.994034183631214,38.09165191678652,64.04872485245468
16,10,8,0,0,0.0,0.0,0.0,10.0,36.86423651453108,61.03056698504571
17,10,8,0,0,0.0,0.0,0.0,16.189562650793505,41.12822991196267,62.45661215184967
18,10,9,0,1,0.31666666666666665,3.1578947368421053,0.7916666666666666,10.0,40.28190199112612,65.43536734743319
19,10,9,0,1,0.31666666666666665,3.0,0.7916666666666666,10.0,42.37928495159473,60.60916544420991
20,10,10,0,1,0.31666666666666665,2.8571428571428568,0.7916666666666666,10.0,42.03828126617954,63.6823114416396
21,10,10,0,1,0.31666666666666665,2.7272727272727275,0.7916666666666666,15.961025136695866,44.31999761304127,63.4036566568748
22,10,10,0,1,0.31666666666666665,2.608695652173913,0.7916666666666666,19.036284741664815,46.82655030447904,64.40142652517568
23,10,10,0,1,0.31666666666666665,2.5,0.7916666666666666,23.79443367470546,50.97940119696847,65.48772029884756
24,10,10,0,2,0.36666666666666664,4.8,0.4489795918367347,27.206006863311842,52.10333770947998,65.48772029884756
25,10,10,0,2,0.36666666666666664,4.615384615384616,0.4489795918367347,29.354088959581503,52.430582180564706,65.38263527371532
